timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
1240000,1240000,1.1709177e-07,-2.1823194e-13,-1.1946786e-19,4.227875e-15,-1.1146181e-16,-1.4837336e-16
1248000,1248000,1.1709177e-07,-2.1821801e-13,3.7943614e-18,-1.5474445e-17,1.3221491e-15,2.5169436e-16
1260000,1260000,1.1709177e-07,-2.1824544e-13,-3.3245994e-18,7.7285467e-16,-1.9267776e-15,-5.9631866e-16
1268000,1268000,1.1709177e-07,-2.1825483e-13,-4.409465e-18,-1.7029461e-15,-1.4887972e-15,-1.8572375e-16
1280000,1280000,1.1709177e-07,-2.1824388e-13,-2.582481e-18,-2.0416827e-15,7.1242305e-16,-1.4220245e-16
1288000,1288000,1.1709177e-07,-2.182333e-13,-1.5893914e-18,1.1262272e-15,9.912057e-16,1.0669005e-16
1300000,1300000,1.1709177e-07,-2.1822092e-13,5.269658e-19,-2.2929356e-15,2.425393e-15,1.4356453e-16
1308000,1308000,1.1709177e-07,-2.1823996e-13,9.515829e-19,2.8987087e-16,-1.3918602e-15,1.1446147e-16
1320000,1320000,1.1709177e-07,-2.18231e-13,3.7560117e-18,1.1310295e-15,1.4894875e-15,1.462993e-16
1328000,1328000,1.1709177e-07,-2.1820321e-13,6.500903e-18,1.9050523e-15,2.9057846e-15,2.7639882e-16
1336000,1336000,1.1709177e-07,-2.1821115e-13,-1.0945122e-19,4.1004755e-15,-2.4265228e-16,-4.911049e-16
1348000,1348000,1.1709177e-07,-2.1820912e-13,6.1522346e-20,-6.542721e-15,8.428142e-16,-1.2398605e-16
1360000,1360000,1.1709177e-07,-2.1823167e-13,4.88433e-19,1.9551462e-15,-1.2327473e-15,1.2462791e-17
1368000,1368000,1.1709177e-07,-2.1820393e-13,3.4497086e-18,3.2039623e-15,2.0657567e-15,2.4443883e-16
1380000,1380000,1.1709177e-07,-2.1823124e-13,8.553778e-18,1.2083751e-15,-2.3468028e-15,3.662006e-16
1388000,1388000,1.1709177e-07,-2.1824808e-13,2.339014e-19,-3.3919208e-15,-1.675912e-15,-5.828502e-16
1400000,1400000,1.1709177e-07,-2.1820154e-13,1.7520852e-18,-2.4278344e-15,2.512286e-15,9.13046e-17
1408000,1408000,1.1709177e-07,-2.1821619e-13,4.6003803e-18,-9.802661e-16,-8.441666e-16,2.0446919e-16
1420000,1420000,1.1709177e-07,-2.1825139e-13,2.0548713e-18,6.8803555e-15,-1.828897e-15,-7.362648e-17
1428000,1428000,1.1709177e-07,-2.182454e-13,-3.0580092e-19,-2.6934204e-15,2.866622e-16,-2.4187523e-16
1440000,1440000,1.1709177e-07,-2.182147e-13,1.7026029e-18,3.254354e-15,9.260548e-16,6.0148776e-17
1448000,1448000,1.1709177e-07,-2.1823582e-13,-2.5478528e-18,-1.8966495e-15,-1.2264471e-15,-3.0646184e-16
1460000,1460000,1.1709177e-07,-2.1820345e-13,2.2761343e-19,3.0880795e-15,2.931113e-15,2.3396106e-16
1468000,1468000,1.1709177e-07,-2.1822023e-13,-1.3457497e-18,4.0173976e-15,-5.544433e-16,-6.603472e-17
1480000,1480000,1.1709177e-07,-2.1825304e-13,5.8564983e-18,-1.570405e-15,-2.55964e-15,4.919979e-16
1488000,1488000,1.1709177e-07,-2.1826373e-13,1.887776e-18,-1.4381599e-15,-1.4872128e-15,-2.1118122e-16
1500000,1500000,1.1709177e-07,-2.1822436e-13,-3.6400132e-18,5.7172797e-16,2.1227537e-15,-3.6602647e-16
1508000,1508000,1.1709177e-07,-2.1820848e-13,-2.7790574e-18,-2.1254515e-15,2.1024393e-15,-3.5659667e-17
1520000,1520000,1.1709177e-07,-2.182146e-13,-2.2039891e-19,1.6937577e-15,-1.0986648e-15,2.5574614e-16
1528000,1528000,1.1709177e-07,-2.182615e-13,2.222708e-20,3.8455554e-15,-3.821968e-15,8.020616e-17
1540000,1540000,1.1709177e-07,-2.1825204e-13,-2.5423253e-18,-2.7377126e-15,-4.431242e-16,-1.6377418e-16
1548000,1548000,1.1709177e-07,-2.1822592e-13,-2.1608127e-18,1.1240538e-15,2.1040874e-15,1.4220502e-17
1560000,1560000,1.1709177e-07,-2.1824689e-13,4.752327e-19,-1.6206337e-15,-1.5207223e-15,1.5253005e-16
1568000,1568000,1.1709177e-07,-2.1825015e-13,2.3911184e-18,1.6039317e-15,-4.2633148e-16,2.0127055e-16
1580000,1580000,1.1709177e-07,-2.1821707e-13,3.374067e-18,1.351198e-15,1.3945107e-15,8.43617e-17
1588000,1588000,1.1709177e-07,-2.182675e-13,2.8941695e-19,-1.7978054e-15,-3.5448087e-15,-2.0486654e-16
1600000,1600000,1.1709177e-07,-2.1825724e-13,6.9338018e-18,4.947858e-16,8.792399e-16,3.1368534e-16
1608000,1608000,1.1709177e-07,-2.1820894e-13,5.1608448e-18,-6.1019724e-15,3.99451e-15,-3.970761e-17
